http://tolkiengateway.net/wiki/Elros||Elros|Tar-Minyatur|King of Númenor|F.A.|532|S.A.|442|S.A.|32
http://tolkiengateway.net/wiki/Elendil||Elendil|Nimruzîr|High King|S.A.|3119|S.A.|3441|S.A.|3320
http://tolkiengateway.net/wiki/Vardamir|b'http://tolkiengateway.net/wiki/Elros'|Tar-Vardamir|Nólimon|King of Númenor|S.A.|61|S.A.|471|S.A.|442
http://tolkiengateway.net/wiki/Anárion|b'http://tolkiengateway.net/wiki/Elendil'|Anárion||King|S.A.|3219|S.A.|3440|S.A.|3320
http://tolkiengateway.net/wiki/Isildur|b'http://tolkiengateway.net/wiki/Elendil'|Isildur||High King|S.A.|3209|5||S.A.|3441
http://tolkiengateway.net/wiki/Tar-Amandil|b'http://tolkiengateway.net/wiki/Vardamir'|Tar-Amandil|Ar-Aphanuzîr|King of Númenor|S.A.|192|S.A.|603|S.A.|442
http://tolkiengateway.net/wiki/Meneldil|b'http://tolkiengateway.net/wiki/Anárion'|Meneldil||King of Gondor|S.A.|3318|T.A.|158|T.A.|2
http://tolkiengateway.net/wiki/Valandil_(King_of_Arnor)|b'http://tolkiengateway.net/wiki/Isildur'|Valandil||King of Arnor|S.A.|3430|T.A.|249|T.A.|10
http://tolkiengateway.net/wiki/Tar-Elendil|b'http://tolkiengateway.net/wiki/Tar-Amandil'|Tar-Elendil|Parmaitë|King of Númenor|S.A.|350|S.A.|751|S.A.|590
http://tolkiengateway.net/wiki/Cemendur_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Meneldil'|Cemendur||King of Gondor|S.A.|3399|T.A.|238|T.A.|158
http://tolkiengateway.net/wiki/Eldacar_(King_of_Arnor)|b'http://tolkiengateway.net/wiki/Valandil_(King_of_Arnor)'|Eldacar||King of Arnor|T.A.|87|T.A.|339|T.A.|249
http://tolkiengateway.net/wiki/Eärendil_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Cemendur_(King_of_Gondor)'|Eärendil||King of Gondor|T.A.|48|T.A.|324|T.A.|238
http://tolkiengateway.net/wiki/Arantar|b'http://tolkiengateway.net/wiki/Eldacar_(King_of_Arnor)'|Arantar||King of Arnor|T.A.|185|T.A.|435|T.A.|339
http://tolkiengateway.net/wiki/Tar-Meneldur|b'http://tolkiengateway.net/wiki/Tar-Elendil'|Tar-Meneldur|Írimon|King of Númenor|S.A.|543|S.A.|942|S.A.|740
http://tolkiengateway.net/wiki/Anardil_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Eärendil_(King_of_Gondor)'|Anardil||King of Gondor|T.A.|136|T.A.|411|T.A.|324
http://tolkiengateway.net/wiki/Tarcil|b'http://tolkiengateway.net/wiki/Arantar'|Tarcil||King of Arnor|T.A.|280|T.A.|515|T.A.|435
http://tolkiengateway.net/wiki/Tar-Aldarion|b'http://tolkiengateway.net/wiki/Tar-Meneldur'|Tar-Aldarion|Anardil|King of Númenor|April,||S.A.|1098|S.A.|883
http://tolkiengateway.net/wiki/Ostoher|b'http://tolkiengateway.net/wiki/Anardil_(King_of_Gondor)'|Ostoher||King of Gondor|T.A.|222|T.A.|492|T.A.|411
http://tolkiengateway.net/wiki/Tarondor_(King_of_Arnor)|b'http://tolkiengateway.net/wiki/Tarcil'|Tarondor||King of Arnor|T.A.|372|T.A.|602|T.A.|515
http://tolkiengateway.net/wiki/Rómendacil_I|b'http://tolkiengateway.net/wiki/Ostoher'|Rómendacil I|Tarostar|King of Gondor|T.A.|310|T.A.|541|T.A.|492
http://tolkiengateway.net/wiki/Valandur|b'http://tolkiengateway.net/wiki/Tarondor_(King_of_Arnor)'|Valandur||King of Arnor|T.A.|462|T.A.|652|T.A.|602
http://tolkiengateway.net/wiki/Tar-Ancalimë|b'http://tolkiengateway.net/wiki/Tar-Aldarion'|Tar-Ancalimë|Emerwen Aranel|Ruling Queen of Númenor|S.A.|873|S.A.|1285|S.A.|1075
http://tolkiengateway.net/wiki/Turambar_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Rómendacil_I'|Turambar||King of Gondor|T.A.|397|T.A.|667|T.A.|541
http://tolkiengateway.net/wiki/Tar-Anárion|b'http://tolkiengateway.net/wiki/Tar-Ancalimë'|Tar-Anárion||King of Númenor|S.A.|1003|S.A.|1404|S.A.|1280
http://tolkiengateway.net/wiki/Elendur_(King_of_Arnor)|b'http://tolkiengateway.net/wiki/Valandur'|Elendur||King of Arnor|T.A.|552|T.A.|777|T.A.|652
http://tolkiengateway.net/wiki/Atanatar_I|b'http://tolkiengateway.net/wiki/Turambar_(King_of_Gondor)'|Atanatar I||King of Gondor|T.A.|480|T.A.|748|T.A.|667
http://tolkiengateway.net/wiki/Tar-Súrion|b'http://tolkiengateway.net/wiki/Tar-Anárion'|Tar-Súrion||King of Númenor|S.A.|1174|S.A.|1574|S.A.|1394
http://tolkiengateway.net/wiki/Eärendur_(King_of_Arnor)|b'http://tolkiengateway.net/wiki/Elendur_(King_of_Arnor)'|Eärendur||King of Arnor|T.A.|640|T.A.|861|T.A.|777
http://tolkiengateway.net/wiki/Siriondil_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Atanatar_I'|Siriondil||King of Gondor|T.A.|570|T.A.|830|T.A.|748
http://tolkiengateway.net/wiki/Tar-Telperiën|b'http://tolkiengateway.net/wiki/Tar-Súrion'|Tar-Telperiën||Ruling Queen of Númenor|S.A.|1320|S.A.|1731|S.A.|1556
http://tolkiengateway.net/wiki/Amlaith|b'http://tolkiengateway.net/wiki/Eärendur_(King_of_Arnor)'|Amlaith||King of Arthedain|T.A.|726|T.A.|946|T.A.|861
http://tolkiengateway.net/wiki/Tar-Minastir|b'http://tolkiengateway.net/wiki/Isilmo'|Tar-Minastir||King of Númenor|S.A.|1474|S.A.|1873|S.A.|1731
http://tolkiengateway.net/wiki/Tarannon|b'http://tolkiengateway.net/wiki/Siriondil_(King_of_Gondor)'|Tarannon|Falastur|King of Gondor|T.A.|654|T.A.|913|T.A.|830
http://tolkiengateway.net/wiki/Beleg_(King_of_Arthedain)|b'http://tolkiengateway.net/wiki/Amlaith'|Beleg||King of Arthedain|T.A.|811|T.A.|1029|T.A.|946
http://tolkiengateway.net/wiki/Eärnil_I|b'http://tolkiengateway.net/wiki/Tarciryan'|Eärnil I||King of Gondor|T.A.|736|T.A.|936|T.A.|913
http://tolkiengateway.net/wiki/Tar-Ciryatan|b'http://tolkiengateway.net/wiki/Tar-Minastir'|Tar-Ciryatan|Ar-Balkumagân|King of Númenor|S.A.|1634|S.A.|2035|S.A.|1869
http://tolkiengateway.net/wiki/Mallor|b'http://tolkiengateway.net/wiki/Beleg_(King_of_Arthedain)'|Mallor||King of Arthedain|T.A.|895|T.A.|1110|T.A.|1029
http://tolkiengateway.net/wiki/Tar-Atanamir|b'http://tolkiengateway.net/wiki/Tar-Ciryatan'|Tar-Atanamir|"""The Great"", ""The Unwilling"""|King of Númenor|S.A.|1800|S.A.|2221|S.A.|2029
http://tolkiengateway.net/wiki/Ciryandil|b'http://tolkiengateway.net/wiki/Eärnil_I'|Ciryandil||King of Gondor|T.A.|820|T.A.|1015|T.A.|936
http://tolkiengateway.net/wiki/Celepharn|b'http://tolkiengateway.net/wiki/Mallor'|Celepharn||King of Arthedain|T.A.|979|T.A.|1191|T.A.|1110
http://tolkiengateway.net/wiki/Tar-Ancalimon|b'http://tolkiengateway.net/wiki/Tar-Atanamir'|Tar-Ancalimon||King of Númenor|S.A.|1986|S.A.|2386|S.A.|2221
http://tolkiengateway.net/wiki/Herucalmo|b'http://tolkiengateway.net/wiki/Tar-Atanamir'|Tar-Anducal|Herucalmo|King of Númenor|S.A.|2286|S.A.|2657|S.A.|2637
http://tolkiengateway.net/wiki/Hyarmendacil_I|b'http://tolkiengateway.net/wiki/Ciryandil'|Hyarmendacil I|Ciryaher|King of Gondor|T.A.|899|T.A.|1149|T.A.|1015
http://tolkiengateway.net/wiki/Celebrindor|b'http://tolkiengateway.net/wiki/Celepharn'|Celebrindor||King of Arthedain|T.A.|1062|T.A.|1272|T.A.|1191
http://tolkiengateway.net/wiki/Tar-Telemmaitë|b'http://tolkiengateway.net/wiki/Tar-Ancalimon'|Tar-Telemmaitë||King of Númenor|S.A.|2136|S.A.|2526|S.A.|2386
